id,name,district,intro,hint1,hint2,hint3,fact1,fact2,fact3,difficulty,lat,lon,image_url
187,Aland Dargah,Kalaburagi,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Spiritual center known for the Ladle Mashak shrine.,"It's a well-known attraction, popular for pilgrimage.","Visitors flock here for pilgrimage, viewing ancient sufi architecture -- a well-loved spot in Kalaburagi district.",Category: Attraction,Known for: Spiritual center known for the Ladle Mashak shrine,"Popular activities: Pilgrimage, Viewing ancient Sufi architecture",hard,17.3297,76.8343,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/GulbargaPlaces.png/500px-GulbargaPlaces.png
131,Krishna Raja Sagara (KRS) Dam,Mandya,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Engineering marvel and primary water source for the region.,"It's a well-known attraction, popular for viewing the dam.","Visitors flock here for viewing the dam, photography, learning about irrigation history -- a well-loved spot in Mandya district.",Category: Attraction,Known for: Engineering marvel and primary water source for the region,"Popular activities: Viewing the dam, Photography, Learning about irrigation history",medium,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Krishna_raja_sagara_dam.JPG/500px-Krishna_raja_sagara_dam.JPG
134,Daria Daulat Bagh,Mandya,"Somewhere in Karnataka, this palace holds a story worth uncovering.",The Summer Palace of Tipu Sultan built in teakwood.,"It's a well-known palace, popular for viewing murals and artifacts.","Visitors flock here for viewing murals and artifacts, museum tour, photography -- a well-loved spot in Mandya district.",Category: Palace,Known for: The Summer Palace of Tipu Sultan built in teakwood,"Popular activities: Viewing murals and artifacts, Museum tour, Photography",medium,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Gumbaj_containing_tomb_of_Tipu_Sultan.jpg/500px-Gumbaj_containing_tomb_of_Tipu_Sultan.jpg
137,Yoga Narasimha Swamy Temple,Mandya,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Hilltop temple in Melukote with panoramic views.,"It's a well-known temple, popular for uphill trekking.","Visitors flock here for uphill trekking, pilgrimage, photography -- a well-loved spot in Mandya district.",Category: Temple,Known for: Hilltop temple in Melukote with panoramic views,"Popular activities: Uphill trekking, Pilgrimage, Photography",medium,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Cheluvanarayana_Swamy_Temple_BNC.jpg/500px-Cheluvanarayana_Swamy_Temple_BNC.jpg
140,Balamuri & Yedamuri Falls,Mandya,"Somewhere in Karnataka, this waterfall holds a story worth uncovering.",Small check dams on the Kaveri river.,"It's a well-known waterfall, popular for swimming in shallow waters.","Visitors flock here for swimming in shallow waters, photography, picnic -- a well-loved spot in Mandya district.",Category: Waterfall,Known for: Small check dams on the Kaveri river,"Popular activities: Swimming in shallow waters, Photography, Picnic",medium,12.5242,76.8958,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Balamuri%20%26%20Yedamuri%20Falls
143,Panchakuta Basadi,Mandya,"Somewhere in Karnataka, this temple holds a story worth uncovering.",10th-century Jain temple complex in Kambadahalli.,"It's a well-known temple, popular for history study.","Visitors flock here for history study, architecture photography -- a well-loved spot in Mandya district.",Category: Temple,Known for: 10th-century Jain temple complex in Kambadahalli,"Popular activities: History study, Architecture photography",medium,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Panchakuta_Basadi_%2810th_century_AD%29_at_Kambadahalli.JPG/500px-Panchakuta_Basadi_%2810th_century_AD%29_at_Kambadahalli.JPG
146,Basaralu Temple,Mandya,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Intricately carved Hoysala temple dedicated to Mallikarjuna.,"It's a well-known temple, popular for architecture photography.","Visitors flock here for architecture photography, art appreciation -- a well-loved spot in Mandya district.",Category: Temple,Known for: Intricately carved Hoysala temple dedicated to Mallikarjuna,"Popular activities: Architecture photography, Art appreciation",medium,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Mallikarjuna_Temple_at_Basaral.jpg/500px-Mallikarjuna_Temple_at_Basaral.jpg
149,Pandavapura,Mandya,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Town associated with the exile of the Pandavas.,"It's a well-known attraction, popular for history exploration.","Visitors flock here for history exploration, visiting the nearby hills -- a well-loved spot in Mandya district.",Category: Attraction,Known for: Town associated with the exile of the Pandavas,"Popular activities: History exploration, Visiting the nearby hills",medium,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Pandavapura_lake.jpg/500px-Pandavapura_lake.jpg
152,Shimsha Hydroelectric Project,Mandya,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",One of the oldest hydroelectric power plants in Asia.,"It's a well-known attraction, popular for educational tour.","Visitors flock here for educational tour, viewing the shimsha falls -- a well-loved spot in Mandya district.",Category: Attraction,Known for: One of the oldest hydroelectric power plants in Asia,"Popular activities: Educational tour, Viewing the Shimsha falls",medium,12.5242,76.8958,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Shimsha%20Hydroelectric%20Project
155,Wellesley Bridge,Mandya,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Historic stone bridge built across the Kaveri.,"It's a well-known attraction, popular for architecture study.","Visitors flock here for architecture study, photography -- a well-loved spot in Mandya district.",Category: Attraction,Known for: Historic stone bridge built across the Kaveri,"Popular activities: Architecture study, Photography",medium,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Gopuram_of_the_Ranganathaswamy_Temple%2C_Srirangapatna_Karnataka_India.jpg/500px-Gopuram_of_the_Ranganathaswamy_Temple%2C_Srirangapatna_Karnataka_India.jpg
132,Srirangapatna Island,Mandya,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Historic town and the capital of Hyder Ali and Tipu Sultan.,"It's a well-known attraction, popular for heritage tour.","Visitors flock here for heritage tour, history study, photography -- a well-loved spot in Mandya district.",Category: Attraction,Known for: Historic town and the capital of Hyder Ali and Tipu Sultan,"Popular activities: Heritage tour, History study, Photography",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Gopuram_of_the_Ranganathaswamy_Temple%2C_Srirangapatna_Karnataka_India.jpg/500px-Gopuram_of_the_Ranganathaswamy_Temple%2C_Srirangapatna_Karnataka_India.jpg
133,Ranganathaswamy Temple,Mandya,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Ancient temple and one of the Pancharanga Kshetrams.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, architecture photography, religious visit -- a well-loved spot in Mandya district.",Category: Temple,Known for: Ancient temple and one of the Pancharanga Kshetrams,"Popular activities: Pilgrimage, Architecture photography, Religious visit",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Sri_Ranganathaswami_Temple%2C_Srirangaptna.jpg/500px-Sri_Ranganathaswami_Temple%2C_Srirangaptna.jpg
135,Gumbaz,Mandya,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Mausoleum of Tipu Sultan and his parents.,"It's a well-known attraction, popular for history tour.","Visitors flock here for history tour, architecture study, photography -- a well-loved spot in Mandya district.",Category: Attraction,Known for: Mausoleum of Tipu Sultan and his parents,"Popular activities: History tour, Architecture study, Photography",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Hampi_virupaksha_temple.jpg/500px-Hampi_virupaksha_temple.jpg
136,Melukote Cheluvanarayana Swamy Temple,Mandya,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Historic temple known for its Vairamudi festival.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, architecture study, viewing temple jewelry -- a well-loved spot in Mandya district.",Category: Temple,Known for: Historic temple known for its Vairamudi festival,"Popular activities: Pilgrimage, Architecture study, Viewing temple jewelry",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Cheluvanarayana_Swamy_Temple_BNC.jpg/500px-Cheluvanarayana_Swamy_Temple_BNC.jpg
138,Kokkare Bellur,Mandya,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Village famous for its coexistence with Painted Storks and Pelicans.,"It's a well-known attraction, popular for bird watching.","Visitors flock here for bird watching, village life experience, photography -- a well-loved spot in Mandya district.",Category: Attraction,Known for: Village famous for its coexistence with Painted Storks and Pelicans,"Popular activities: Bird watching, Village life experience, Photography",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/The_Shimsha_river_in_Maduur.jpg/500px-The_Shimsha_river_in_Maduur.jpg
139,Sangama,Mandya,"Somewhere in Karnataka, this attraction holds a story worth uncovering.","Confluence of the rivers Kaveri, Hemavati, and Lakshmana Tirtha.","It's a well-known attraction, popular for river bathing.","Visitors flock here for river bathing, coracle riding, picnic -- a well-loved spot in Mandya district.",Category: Attraction,"Known for: Confluence of the rivers Kaveri, Hemavati, and Lakshmana Tirtha","Popular activities: River bathing, Coracle riding, Picnic",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Hampi_virupaksha_temple.jpg/500px-Hampi_virupaksha_temple.jpg
141,Kere Thonnur,Mandya,"Somewhere in Karnataka, this lake holds a story worth uncovering.",Historical lake with religious and scenic significance.,"It's a well-known lake, popular for boating.","Visitors flock here for boating, swimming, history tour -- a well-loved spot in Mandya district.",Category: Lake,Known for: Historical lake with religious and scenic significance,"Popular activities: Boating, Swimming, History tour",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Kere_Thonnooru_village4.jpg/500px-Kere_Thonnooru_village4.jpg
142,Adichunchanagiri Hills,Mandya,"Somewhere in Karnataka, this hill/viewpoint holds a story worth uncovering.",Spiritual center and hill station.,"It's a well-known hill/viewpoint, popular for visiting the matha.","Visitors flock here for visiting the matha, trekking, peacock spotting -- a well-loved spot in Mandya district.",Category: Hill/Viewpoint,Known for: Spiritual center and hill station,"Popular activities: Visiting the matha, Trekking, Peacock spotting",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Adichunchanagiri.3.jpg/500px-Adichunchanagiri.3.jpg
144,Karighatta Hill,Mandya,"Somewhere in Karnataka, this hill/viewpoint holds a story worth uncovering.",Hilltop offering a view of the Mysore and Srirangapatna.,"It's a well-known hill/viewpoint, popular for trekking.","Visitors flock here for trekking, nature walks, pilgrimage -- a well-loved spot in Mandya district.",Category: Hill/Viewpoint,Known for: Hilltop offering a view of the Mysore and Srirangapatna,"Popular activities: Trekking, Nature walks, Pilgrimage",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Karigatte_temple.JPG/500px-Karigatte_temple.JPG
145,Maddur Vada Hub,Mandya,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Famous for its indigenous snack 'Maddur Vada'.,"It's a well-known attraction, popular for food tasting.","Visitors flock here for food tasting, shopping, local market visit -- a well-loved spot in Mandya district.",Category: Attraction,Known for: Famous for its indigenous snack 'Maddur Vada',"Popular activities: Food tasting, Shopping, Local market visit",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Tirumala_090615.jpg/500px-Tirumala_090615.jpg
147,Hosaholalu Lakshminarayana Temple,Mandya,"Somewhere in Karnataka, this temple holds a story worth uncovering.",One of the most beautiful Hoysala temples in the district.,"It's a well-known temple, popular for history tour.","Visitors flock here for history tour, architecture study, photography -- a well-loved spot in Mandya district.",Category: Temple,Known for: One of the most beautiful Hoysala temples in the district,"Popular activities: History tour, Architecture study, Photography",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Lakshminayarana_Temple_%2C_Hosaholalu%2C_South_West_View.jpg/500px-Lakshminayarana_Temple_%2C_Hosaholalu%2C_South_West_View.jpg
148,Venugopala Swamy Temple,Mandya,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Submerged temple relocated to the banks of KRS Backwaters.,"It's a well-known temple, popular for photography.","Visitors flock here for photography, religious visit, sunset viewing -- a well-loved spot in Mandya district.",Category: Temple,Known for: Submerged temple relocated to the banks of KRS Backwaters,"Popular activities: Photography, Religious visit, Sunset viewing",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Venugopalaswamy_temple_Entrance.jpg/500px-Venugopalaswamy_temple_Entrance.jpg
150,Kuntibetta,Mandya,"Somewhere in Karnataka, this hill/viewpoint holds a story worth uncovering.",Two rocky hills ideal for night trekking.,"It's a well-known hill/viewpoint, popular for night trekking.","Visitors flock here for night trekking, rock climbing, camping -- a well-loved spot in Mandya district.",Category: Hill/Viewpoint,Known for: Two rocky hills ideal for night trekking,"Popular activities: Night trekking, Rock climbing, Camping",hard,12.5242,76.8958,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Kuntibetta
151,Hemagiri Falls,Mandya,"Somewhere in Karnataka, this waterfall holds a story worth uncovering.",Waterfall formed on the Hemavati river.,"It's a well-known waterfall, popular for coracle riding.","Visitors flock here for coracle riding, picnic, photography -- a well-loved spot in Mandya district.",Category: Waterfall,Known for: Waterfall formed on the Hemavati river,"Popular activities: Coracle riding, Picnic, Photography",hard,12.5242,76.8958,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Hemagiri%20Falls
153,Paschima Vahini,Mandya,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Holy spot on the banks of Kaveri for ancestral rites.,"It's a well-known attraction, popular for spiritual visit.","Visitors flock here for spiritual visit, river-side relaxation -- a well-loved spot in Mandya district.",Category: Attraction,Known for: Holy spot on the banks of Kaveri for ancestral rites,"Popular activities: Spiritual visit, River-side relaxation",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Srirangapatna_Railway_Station_Entrance_Rain_Tree_Jan24_A7C_08957.jpg/500px-Srirangapatna_Railway_Station_Entrance_Rain_Tree_Jan24_A7C_08957.jpg
154,Captain Scott’s Bungalow,Mandya,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Old bungalow associated with Tipu Sultan’s reign.,"It's a well-known attraction, popular for history tour.","Visitors flock here for history tour, architecture photography -- a well-loved spot in Mandya district.",Category: Attraction,Known for: Old bungalow associated with Tipu Sultan’s reign,"Popular activities: History tour, Architecture photography",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Scott%27s_Bungalow%2C_Srirangapatna_02.jpg/500px-Scott%27s_Bungalow%2C_Srirangapatna_02.jpg
156,Tipu Sultan’s Armor,Mandya,"Somewhere in Karnataka, this museum holds a story worth uncovering.",Museum site showing the weapons of the Mysore Tiger.,"It's a well-known museum, popular for history tour.","Visitors flock here for history tour, viewing military artifacts -- a well-loved spot in Mandya district.",Category: Museum,Known for: Museum site showing the weapons of the Mysore Tiger,"Popular activities: History tour, Viewing military artifacts",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/View_from_Visvesvaraya_Industrial_and_Technological_Museum_%282025%29_02.jpg/500px-View_from_Visvesvaraya_Industrial_and_Technological_Museum_%282025%29_02.jpg
157,Arakere Heritage,Mandya,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Traditional village known for its agricultural roots.,"It's a well-known attraction, popular for farm visits.","Visitors flock here for farm visits, rural life photography, local food tasting -- a well-loved spot in Mandya district.",Category: Attraction,Known for: Traditional village known for its agricultural roots,"Popular activities: Farm visits, Rural life photography, Local food tasting",hard,12.5242,76.8958,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Gopuram_of_the_Ranganathaswamy_Temple%2C_Srirangapatna_Karnataka_India.jpg/500px-Gopuram_of_the_Ranganathaswamy_Temple%2C_Srirangapatna_Karnataka_India.jpg
82,Panambur Beach,Mangaluru,"Somewhere in Karnataka, this beach holds a story worth uncovering.",One of the cleanest and safest beaches.,"It's a well-known beach, popular for swimming.","Visitors flock here for swimming, boating, water sports -- a well-loved spot in Mangaluru district.",Category: Beach,Known for: One of the cleanest and safest beaches,"Popular activities: Swimming, Boating, Water sports",easy,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Panambur_Beach_Mangalore.jpg/500px-Panambur_Beach_Mangalore.jpg
85,St. Aloysius Chapel,Mangaluru,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Chapel with stunning frescoes by Italian artist Antonio Moscheni.,"It's a well-known attraction, popular for art appreciation.","Visitors flock here for art appreciation, photography, spiritual visit -- a well-loved spot in Mangaluru district.",Category: Attraction,Known for: Chapel with stunning frescoes by Italian artist Antonio Moscheni,"Popular activities: Art appreciation, Photography, Spiritual visit",easy,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Growing_skylines_of_the_Mangalore_CBD_region.jpg/500px-Growing_skylines_of_the_Mangalore_CBD_region.jpg
88,Sultan Battery,Mangaluru,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Watchtower built by Tipu Sultan.,"It's a well-known attraction, popular for history tour.","Visitors flock here for history tour, photography, river views -- a well-loved spot in Mangaluru district.",Category: Attraction,Known for: Watchtower built by Tipu Sultan,"Popular activities: History tour, Photography, River views",easy,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Growing_skylines_of_the_Mangalore_CBD_region.jpg/500px-Growing_skylines_of_the_Mangalore_CBD_region.jpg
91,Milagres Church,Mangaluru,"Somewhere in Karnataka, this attraction holds a story worth uncovering.","Historic church, one of the oldest in the region.","It's a well-known attraction, popular for pilgrimage.","Visitors flock here for pilgrimage, architecture study, history tour -- a well-loved spot in Mangaluru district.",Category: Attraction,"Known for: Historic church, one of the oldest in the region","Popular activities: Pilgrimage, Architecture study, History tour",easy,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Growing_skylines_of_the_Mangalore_CBD_region.jpg/500px-Growing_skylines_of_the_Mangalore_CBD_region.jpg
94,Netravathi River Bridge,Mangaluru,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Scenic bridge offering views of the river and city.,"It's a well-known attraction, popular for photography.","Visitors flock here for photography, evening strolls -- a well-loved spot in Mangaluru district.",Category: Attraction,Known for: Scenic bridge offering views of the river and city,"Popular activities: Photography, Evening strolls",easy,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Mangalore_railway_station.JPG/500px-Mangalore_railway_station.JPG
97,Kateel Durga Parameshwari Temple,Mangaluru,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Temple on an island in the Nandini River.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, river views, religious rituals -- a well-loved spot in Mangaluru district.",Category: Temple,Known for: Temple on an island in the Nandini River,"Popular activities: Pilgrimage, River views, Religious rituals",easy,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Sri_Durgaparmeshwari_Temple%2CMulki.jpg/500px-Sri_Durgaparmeshwari_Temple%2CMulki.jpg
100,Shri Krishna Math (Udupi),Mangaluru,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Famous for Lord Krishna temple and unique worship.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, cultural experience, temple food (prasada) -- a well-loved spot in Mangaluru district.",Category: Temple,Known for: Famous for Lord Krishna temple and unique worship,"Popular activities: Pilgrimage, Cultural experience, Temple food (prasada)",easy,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Thousand_Piller_Temple%2C_Moodbidri.jpg/500px-Thousand_Piller_Temple%2C_Moodbidri.jpg
83,Kadri Manjunath Temple,Mangaluru,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Ancient temple with bronze statues.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, architecture study, history tour -- a well-loved spot in Mangaluru district.",Category: Temple,Known for: Ancient temple with bronze statues,"Popular activities: Pilgrimage, Architecture study, History tour",medium,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Kadri_temple_entrance_mangalore.jpg/500px-Kadri_temple_entrance_mangalore.jpg
86,Tannirbhavi Beach,Mangaluru,"Somewhere in Karnataka, this beach holds a story worth uncovering.",Secluded beach with a lighthouse and tree park.,"It's a well-known beach, popular for sunset viewing.","Visitors flock here for sunset viewing, swimming, relaxation -- a well-loved spot in Mangaluru district.",Category: Beach,Known for: Secluded beach with a lighthouse and tree park,"Popular activities: Sunset viewing, Swimming, Relaxation",medium,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Tannirubhavi_beach_02.JPG/500px-Tannirubhavi_beach_02.JPG
89,Pilikula Nisargadhama,Mangaluru,"Somewhere in Karnataka, this lake holds a story worth uncovering.","Integrated theme park with zoo, botanical garden, and lake.","It's a well-known lake, popular for boating.","Visitors flock here for boating, zoo visit, botanical garden walk -- a well-loved spot in Mangaluru district.",Category: Lake,"Known for: Integrated theme park with zoo, botanical garden, and lake","Popular activities: Boating, Zoo visit, Botanical garden walk",medium,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Growing_skylines_of_the_Mangalore_CBD_region.jpg/500px-Growing_skylines_of_the_Mangalore_CBD_region.jpg
92,Kaup Beach,Mangaluru,"Somewhere in Karnataka, this beach holds a story worth uncovering.",Beach with a lighthouse and historical ruins.,"It's a well-known beach, popular for lighthouse climbing.","Visitors flock here for lighthouse climbing, sunset viewing, photography -- a well-loved spot in Mangaluru district.",Category: Beach,Known for: Beach with a lighthouse and historical ruins,"Popular activities: Lighthouse climbing, Sunset viewing, Photography",medium,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Kudle_beach_gokarna.jpg/500px-Kudle_beach_gokarna.jpg
95,Bejai Museum (Seemanthi Bai Government Museum),Mangaluru,"Somewhere in Karnataka, this museum holds a story worth uncovering.",Archaeological and historical artifacts.,"It's a well-known museum, popular for history tour.","Visitors flock here for history tour, cultural study -- a well-loved spot in Mangaluru district.",Category: Museum,Known for: Archaeological and historical artifacts,"Popular activities: History tour, Cultural study",medium,12.9141,74.856,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=Bejai%20Museum%20%28Seemanthi%20Bai%20Government%20Museum%29
98,Moodabidri (Jain Kashi),Mangaluru,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",Historic Jain center with 1000 Pillar Basadi.,"It's a well-known attraction, popular for architecture study.","Visitors flock here for architecture study, spiritual visit, history tour -- a well-loved spot in Mangaluru district.",Category: Attraction,Known for: Historic Jain center with 1000 Pillar Basadi,"Popular activities: Architecture study, Spiritual visit, History tour",medium,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Thousand_Piller_Temple%2C_Moodbidri.jpg/500px-Thousand_Piller_Temple%2C_Moodbidri.jpg
101,Malpe Beach (Udupi),Mangaluru,"Somewhere in Karnataka, this beach holds a story worth uncovering.",Famous for St. Mary's Island and water sports.,"It's a well-known beach, popular for water sports.","Visitors flock here for water sports, island visit, sunset viewing -- a well-loved spot in Mangaluru district.",Category: Beach,Known for: Famous for St. Mary's Island and water sports,"Popular activities: Water sports, Island visit, Sunset viewing",medium,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Malpe_Beach_2.jpg/500px-Malpe_Beach_2.jpg
84,Mangaladevi Temple,Mangaluru,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Temple dedicated to Goddess Mangaladevi.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, cultural events, architecture study -- a well-loved spot in Mangaluru district.",Category: Temple,Known for: Temple dedicated to Goddess Mangaladevi,"Popular activities: Pilgrimage, Cultural events, Architecture study",hard,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Mangaladevi_Temple_Mangalore_2.jpg/500px-Mangaladevi_Temple_Mangalore_2.jpg
87,Gokarnanatheshwara Temple,Mangaluru,"Somewhere in Karnataka, this temple holds a story worth uncovering.","Dedicated to Lord Shiva, built in Dravidian style.","It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, architecture appreciation, cultural events -- a well-loved spot in Mangaluru district.",Category: Temple,"Known for: Dedicated to Lord Shiva, built in Dravidian style","Popular activities: Pilgrimage, Architecture appreciation, Cultural events",hard,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Gokarnatheshwara_Temple_7042008.jpg/500px-Gokarnatheshwara_Temple_7042008.jpg
90,Ullal Beach,Mangaluru,"Somewhere in Karnataka, this beach holds a story worth uncovering.",Scenic beach with fishing villages.,"It's a well-known beach, popular for swimming.","Visitors flock here for swimming, sunset viewing, local seafood -- a well-loved spot in Mangaluru district.",Category: Beach,Known for: Scenic beach with fishing villages,"Popular activities: Swimming, Sunset viewing, Local seafood",hard,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Growing_skylines_of_the_Mangalore_CBD_region.jpg/500px-Growing_skylines_of_the_Mangalore_CBD_region.jpg
93,Kudroli Temple,Mangaluru,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Rebuilt grand temple dedicated to Shiva.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, festival participation, architecture appreciation -- a well-loved spot in Mangaluru district.",Category: Temple,Known for: Rebuilt grand temple dedicated to Shiva,"Popular activities: Pilgrimage, Festival participation, Architecture appreciation",hard,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Gokarnatheshwara_Temple_7042008.jpg/500px-Gokarnatheshwara_Temple_7042008.jpg
96,New Mangalore Port,Mangaluru,"Somewhere in Karnataka, this attraction holds a story worth uncovering.",One of India's major ports.,"It's a well-known attraction, popular for port views.","Visitors flock here for port views, photography -- a well-loved spot in Mangaluru district.",Category: Attraction,Known for: One of India's major ports,"Popular activities: Port views, Photography",hard,12.9141,74.856,https://placehold.co/500x350/1c433c/8fe0a8?font=roboto&text=New%20Mangalore%20Port
99,Karinjeshwara Temple,Mangaluru,"Somewhere in Karnataka, this temple holds a story worth uncovering.",Hilltop temple with panoramic views.,"It's a well-known temple, popular for pilgrimage.","Visitors flock here for pilgrimage, trekking, viewpoint photography -- a well-loved spot in Mangaluru district.",Category: Temple,Known for: Hilltop temple with panoramic views,"Popular activities: Pilgrimage, Trekking, Viewpoint photography",hard,12.9141,74.856,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Falnir_skylines_viewed_from_Kankanady.jpg/500px-Falnir_skylines_viewed_from_Kankanady.jpg
21,Mysore Palace,Mysuru,"Somewhere in Karnataka, this palace holds a story worth uncovering.","Indo-Saracenic architecture, former seat of Wadiyars.","It's a well-known palace, popular for history tour.","Visitors flock here for history tour, photography, sound and light show -- a well-loved spot in Mysuru district.",Category: Palace,"Known for: Indo-Saracenic architecture, former seat of Wadiyars","Popular activities: History tour, Photography, Sound and light show",easy,12.2958,76.6394,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Mysuru_Montage.jpg/500px-Mysuru_Montage.jpg
24,Mysore Zoo (Sri Chamarajendra Zoological Gardens),Mysuru,"Somewhere in Karnataka, this garden holds a story worth uncovering.",One of the oldest and best zoos in India.,"It's a well-known garden, popular for wildlife viewing.","Visitors flock here for wildlife viewing, animal conservation education -- a well-loved spot in Mysuru district.",Category: Garden,Known for: One of the oldest and best zoos in India,"Popular activities: Wildlife viewing, Animal conservation education",easy,12.2958,76.6394,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Entrance_of_Mysore_Zoo.jpg/500px-Entrance_of_Mysore_Zoo.jpg
